#{"t_start": 1778020685.626938, "env_id": "letter-env"}
r,l,t
-40.0,30,1994.111497
-50.0,9,1994.694109
-20.0,61,1999.460307
-50.0,31,2001.687226
-50.0,14,2002.791736
-50.0,30,2004.727752
-50.0,36,2007.294129
-50.0,17,2008.745246
-50.0,70,2013.85767
-50.0,11,2014.682449
-50.0,14,2015.60455
-50.0,7,2016.289907
-50.0,25,2018.018477
-50.0,9,2018.850598
-50.0,17,2020.041852
-50.0,18,2021.256844
-50.0,8,2021.869916
-50.0,31,2024.456406
-50.0,6,2025.104591
-50.0,16,2026.37884
-50.0,33,2028.895863
-40.0,46,2032.258012
-50.0,21,2033.996829
-50.0,18,2035.204278
-50.0,21,2036.692964
-50.0,17,2038.278779
-50.0,3,2038.290776
-50.0,25,2040.455837
-50.0,24,2042.22286
-50.0,3,2042.271532
-50.0,7,2042.893062
-40.0,28,2045.026548
-50.0,5,2045.327997
-50.0,18,2046.689333
-50.0,24,2048.433141
-50.0,28,2050.415197
-50.0,17,2051.626867
-50.0,5,2052.041107
-50.0,23,2053.746456
-50.0,5,2054.031541
-50.0,27,2056.053287
-50.0,33,2058.418781
-50.0,10,2059.353343
-50.0,67,2064.166575
-50.0,15,2065.091671
-50.0,5,2065.6415
-50.0,21,2067.272109
-50.0,14,2068.109173
-40.0,37,2071.163366
-20.0,91,2077.318477
-20.0,59,2081.675989
-50.0,41,2084.58374
-50.0,16,2085.743593
-20.0,67,2090.817453
-50.0,50,2094.805972
-50.0,14,2095.677327
-50.0,11,2096.50176
-50.0,28,2098.765056
-50.0,7,2099.300018
-50.0,31,2101.247984
-50.0,7,2101.840689
-40.0,25,2103.659134
-20.0,47,2107.378728
-50.0,7,2107.969411
-50.0,14,2108.838617
-50.0,13,2110.092151
-50.0,26,2111.892103
-50.0,39,2114.767624
-40.0,109,2123.04189
-50.0,11,2123.997814
-40.0,77,2129.954794
-50.0,11,2130.845734
-20.0,36,2133.634305
-50.0,9,2134.209052
-50.0,11,2135.139404
-50.0,43,2138.404904
-50.0,11,2139.100925
-50.0,27,2141.285068
-50.0,16,2142.391141
-50.0,40,2145.349958
-50.0,29,2147.540462
-50.0,21,2149.226882
-50.0,16,2150.387081
-50.0,15,2151.272747
-50.0,7,2151.874327
-50.0,3,2152.1636
-20.0,45,2155.621868
-40.0,17,2156.706005
-50.0,6,2157.295724
-20.0,27,2159.55535
-50.0,21,2161.048198
-50.0,28,2163.060189
-40.0,14,2164.01873
-50.0,11,2164.885162
-40.0,41,2167.861461
-50.0,12,2168.703046
-50.0,27,2170.866447
-50.0,7,2171.435272
-50.0,70,2176.564419
-40.0,40,2179.659696
-50.0,3,2179.945336
-50.0,13,2180.782342
-50.0,16,2181.954162
-50.0,27,2183.882056
-50.0,14,2185.042876
-50.0,19,2186.327828
-50.0,5,2187.065242
-50.0,34,2189.3356
-40.0,61,2193.932468
-40.0,53,2197.909736
-50.0,33,2200.407907
-40.0,55,2204.523774
-50.0,12,2205.412547
-50.0,9,2206.079695
-50.0,3,2206.382263
-50.0,30,2208.473355
-50.0,32,2210.758195
-50.0,21,2212.340636
-50.0,140,2222.706677
-50.0,11,2223.569403
-20.0,42,2226.935352
-50.0,36,2229.567377
-50.0,5,2229.84476
-40.0,43,2233.150504
-50.0,19,2234.301442
-50.0,13,2235.421106
-50.0,8,2235.996001
-50.0,7,2236.325905
-50.0,16,2237.459495
-50.0,68,2242.374502
-20.0,42,2245.632245
-20.0,63,2250.525854
-50.0,18,2251.80793
-20.0,63,2256.444103
-50.0,14,2257.284225
-20.0,112,2265.608359
-50.0,18,2267.031797
-50.0,105,2274.824769
-50.0,10,2275.767379
-50.0,24,2277.480574
-50.0,13,2278.438497
-40.0,55,2282.79613
-20.0,60,2287.3486
-50.0,9,2288.055464
-50.0,7,2288.623328
-50.0,11,2289.194038
-40.0,18,2290.59583
-50.0,12,2291.489418
-50.0,7,2292.132291
-50.0,15,2293.121557
-50.0,13,2294.219875
-20.0,32,2296.604403
-20.0,65,2301.765257
-50.0,5,2302.100403
-50.0,41,2305.083994
-50.0,18,2306.528257
-50.0,21,2308.093392
-50.0,17,2309.380856
-40.0,53,2313.849245
-50.0,10,2314.448356
-50.0,26,2316.507408
-50.0,22,2318.024991
-50.0,11,2318.8678
-50.0,33,2321.216491
-50.0,54,2325.23283
-50.0,63,2329.631197
-40.0,33,2332.299615
-50.0,26,2334.161075
-50.0,7,2334.765301
-50.0,3,2335.237251
-50.0,49,2339.401696
-50.0,35,2342.214293
-50.0,5,2342.501074
-40.0,15,2343.798602
-40.0,27,2345.612883
-50.0,3,2345.903151
-50.0,15,2347.077343
-40.0,28,2349.205388
-50.0,52,2353.034697
-50.0,28,2355.395007
-40.0,26,2357.258994
-50.0,16,2358.469618
-50.0,16,2359.692889
-40.0,58,2364.358832
-50.0,11,2365.250313
-50.0,19,2366.48082
-50.0,11,2367.311761
-50.0,15,2368.542397
-50.0,7,2369.151831
-50.0,7,2369.462913
-50.0,45,2373.031401
-20.0,62,2377.518065
-50.0,25,2379.399899
-20.0,27,2381.504975
-50.0,5,2381.822197
-50.0,20,2383.440553
-50.0,9,2384.32197
-50.0,5,2384.616326
-50.0,36,2387.330457
-50.0,7,2387.923792
-50.0,98,2395.275368
-40.0,54,2399.829473
-20.0,65,2404.516734
-50.0,12,2405.501185
-50.0,17,2406.693048
-50.0,11,2407.644702
-50.0,14,2408.495671
-50.0,41,2411.927753
-50.0,24,2413.77635
-50.0,49,2417.515379
-50.0,20,2419.089564
-50.0,11,2420.048926
-20.0,39,2423.033612
-50.0,21,2424.939017
120.0,58,2429.294773
-60.0,52,2433.220034
-40.0,16,2434.473222
-50.0,34,2437.108349
-50.0,44,2440.457981
-50.0,16,2441.732363
-20.0,40,2444.728664
-40.0,26,2446.631185
-40.0,39,2449.611667
-50.0,10,2450.266827
-40.0,49,2454.22161
-50.0,28,2456.331233
-50.0,29,2458.453349
-50.0,45,2461.826429
-50.0,23,2463.680265
-50.0,13,2464.618828
-50.0,13,2465.494889
-40.0,31,2468.038465
-50.0,5,2468.31765
-50.0,16,2469.540612
-40.0,42,2472.90093
-50.0,33,2475.440564
-40.0,35,2478.189896
-50.0,51,2482.124829
-20.0,140,2492.646829
-20.0,72,2498.229305
-40.0,34,2500.72606
-50.0,5,2501.049466
-50.0,38,2504.065355
-50.0,7,2504.703111
-50.0,11,2505.417966
-50.0,29,2507.849696
-50.0,25,2509.668228
-40.0,40,2512.757876
-20.0,28,2515.107413
-50.0,20,2516.569899
-50.0,14,2517.535768
-50.0,5,2518.07485
-20.0,32,2520.558779
-50.0,5,2520.858473
-50.0,26,2522.711963
-50.0,3,2523.051539
-50.0,11,2523.959243
-40.0,45,2527.38532
-50.0,5,2527.701684
-50.0,11,2528.669593
-40.0,45,2531.90637
-50.0,13,2533.051223
-50.0,14,2534.025663
-50.0,36,2536.711399
-50.0,12,2537.6449
-50.0,14,2538.841241
-50.0,32,2541.259979
-50.0,17,2542.464703
-40.0,34,2545.051437
-50.0,3,2545.325796
-50.0,25,2547.275726
-50.0,12,2548.265327
-50.0,3,2548.547069
-40.0,52,2552.526259
-40.0,63,2557.354007
-50.0,24,2559.179778
-50.0,9,2559.799715
-50.0,15,2561.005335
-50.0,13,2561.926964
-50.0,24,2563.841258
-20.0,87,2570.492828
-50.0,11,2571.370128
-50.0,23,2572.931377
-40.0,25,2575.032495
-50.0,9,2575.641025
-50.0,8,2576.215053
-50.0,48,2579.835944
-50.0,28,2582.023553
-40.0,35,2584.804921
-50.0,26,2586.628256
-50.0,18,2588.18538
-40.0,28,2590.32043
-50.0,11,2590.996701
-50.0,30,2593.54587
-40.0,22,2595.074
-50.0,22,2596.848298
-50.0,3,2597.14844
-50.0,7,2597.502809
-50.0,21,2599.296732
-40.0,15,2600.24766
-50.0,9,2601.132211
-50.0,21,2602.587381
120.0,79,2608.892323
-70.0,11,2609.560265
-50.0,18,2611.14447
-50.0,5,2611.426732
-50.0,12,2612.394378
-20.0,80,2618.547232
-50.0,9,2619.18555
-50.0,63,2624.391547
-50.0,29,2697.902272
-40.0,32,2700.489362
-40.0,33,2703.358799
-50.0,24,2705.09604
-20.0,117,2714.142719
-50.0,5,2714.399671
-50.0,19,2715.88235
-50.0,38,2718.69647
-50.0,37,2721.759211
-40.0,31,2723.958684
-50.0,43,2727.467364
-50.0,3,2727.819939
-50.0,11,2728.722738
-50.0,11,2729.356451
-50.0,40,2732.35825
-40.0,43,2735.605668
-40.0,47,2739.425752
-20.0,30,2741.600806
-50.0,12,2742.445899
-50.0,55,2746.659264
-50.0,23,2748.540788
-50.0,17,2749.750985
-50.0,54,2753.976984
-50.0,37,2756.74293
-50.0,25,2758.680116
-50.0,15,2759.994835
-50.0,37,2762.739708
-50.0,35,2765.545556
-50.0,24,2767.348975
-50.0,23,2769.221776
-50.0,23,2770.780912
-50.0,5,2771.404573
-20.0,64,2776.306685
-50.0,9,2776.990614
-40.0,73,2782.480682
-50.0,20,2784.042891
-50.0,13,2784.930825
-50.0,11,2785.836991
-50.0,8,2786.414668
-50.0,11,2787.368673
-50.0,119,2796.490111
-40.0,41,2799.623476
-40.0,20,2801.186912
-50.0,22,2802.736052
-50.0,14,2804.022847
-50.0,22,2805.618091
-50.0,15,2806.798457
-50.0,23,2808.596901
-40.0,31,2811.045014
-50.0,9,2811.759931
-50.0,15,2812.96835
-20.0,57,2817.294487
-50.0,23,2819.171746
-50.0,12,2820.027168
-50.0,11,2820.650786
-40.0,78,2826.619494
-40.0,21,2828.167796
-50.0,7,2828.819755
-50.0,5,2829.128443
-40.0,54,2833.430039
-40.0,10,2834.15093
-50.0,14,2835.338799
-50.0,20,2836.967543
-50.0,35,2839.46164
-20.0,40,2842.474451
-50.0,17,2843.964699
-50.0,44,2847.307534
-50.0,41,2850.329601
-50.0,23,2852.097525
-50.0,48,2855.728328
-50.0,18,2856.985665
-20.0,72,2862.60558
-20.0,35,2865.499398
-50.0,17,2866.669817
-50.0,18,2868.141813
-40.0,46,2871.450269
-50.0,10,2872.408052
-50.0,14,2873.286554
-40.0,14,2874.390303
-20.0,32,2876.912143
-50.0,10,2877.469574
-50.0,18,2878.996023
-40.0,58,2883.036103
-50.0,29,2885.116471
-40.0,33,2887.871262
-50.0,17,2888.992052
-40.0,55,2893.195779
-50.0,5,2893.500646
-40.0,20,2895.125124
-40.0,26,2896.899941
-50.0,22,2898.803802
-40.0,39,2901.748649
-50.0,7,2902.095747
-50.0,32,2904.463172
-50.0,20,2905.952946
-40.0,40,2909.126791
-50.0,13,2910.319574
-50.0,67,2915.008858
-50.0,32,2917.407642
-50.0,38,2920.454771
-50.0,10,2921.070413
-20.0,46,2924.924531
-50.0,7,2925.507657
-50.0,54,2929.575974
-40.0,34,2932.426798
-40.0,30,2934.585019
-50.0,3,2934.911294
-50.0,5,2935.243907
-50.0,5,2935.610036
-50.0,20,2937.171837
-50.0,7,2937.751082
-50.0,69,2943.029919
-40.0,49,2946.940225
-50.0,13,2947.884184
-50.0,47,2951.500413
-50.0,23,2953.195213
-50.0,9,2954.135054
-50.0,19,2955.353482
-50.0,54,2959.7061
-50.0,10,2960.373387
-50.0,25,2962.566587
-50.0,29,2964.598598
-50.0,27,2966.604199
-20.0,73,2972.249433
-50.0,33,2974.81828
-50.0,6,2975.402124
-50.0,15,2976.34343
-20.0,71,2981.964545
-50.0,8,2982.589707
-50.0,13,2983.543508
-50.0,32,2986.154758
-50.0,26,2988.218254
-40.0,30,2990.372271
-50.0,22,2992.209383
-50.0,87,2998.906002
-50.0,41,3002.03601
-50.0,9,3002.673885
-20.0,38,3005.739106
-50.0,36,3008.580225
-50.0,27,3010.531967
-50.0,50,3014.613848
-50.0,18,3015.794972
-40.0,16,3017.143044
-50.0,8,3017.712904
-50.0,8,3018.285949
-50.0,139,3029.090416
-50.0,9,3029.671518
-50.0,9,3030.578433
-50.0,40,3033.686488
-50.0,16,3034.957905
-40.0,62,3039.528713
-50.0,7,3040.216787
-40.0,49,3043.950203
-50.0,9,3044.541796
-50.0,39,3047.778464
-50.0,36,3050.465562
-50.0,29,3052.704401
-50.0,44,3055.925317
-50.0,7,3056.546329
-50.0,15,3057.965979
-50.0,5,3058.280517
-50.0,3,3058.56003
-50.0,7,3059.130151
-50.0,12,3060.013736
-50.0,22,3061.622162
-50.0,25,3063.570793
-50.0,12,3064.508585
-50.0,7,3065.109223
-50.0,9,3065.746202
-50.0,92,3072.820092
-50.0,9,3073.716246
-50.0,7,3074.120118
-50.0,103,3082.07111
-40.0,31,3084.565698
-50.0,69,3089.869324
-50.0,19,3091.445392
-40.0,32,3093.890144
-40.0,17,3095.15682
-50.0,24,3096.909046
-50.0,17,3098.18088
-50.0,31,3100.633642
-50.0,19,3102.053997
-50.0,27,3104.352245
-50.0,7,3104.717328
-50.0,59,3109.335762
-50.0,14,3110.651418
-50.0,30,3112.9051
-50.0,21,3114.476332
-50.0,11,3115.435419
-50.0,19,3116.932383
-50.0,37,3119.745447
-50.0,15,3120.95331
-50.0,11,3121.926176
-50.0,30,3124.122969
-50.0,8,3124.788093
-40.0,14,3126.071403
-50.0,18,3127.343875
-20.0,62,3132.357993
-50.0,32,3134.871484
-50.0,7,3135.28972
-50.0,9,3136.147686
-40.0,81,3142.271179
-40.0,46,3145.714821
-50.0,31,3148.258374
-50.0,19,3149.927252
-50.0,25,3151.784616
-40.0,32,3154.175724
-50.0,28,3156.354208
-50.0,25,3158.185748
-50.0,27,3160.331063
-50.0,82,3166.835471
-50.0,9,3167.441442
-50.0,5,3167.756463
-50.0,31,3170.143273
-40.0,42,3173.197055
-50.0,31,3175.650134
-20.0,39,3178.781645
-50.0,7,3179.432304
-20.0,62,3184.110399
-50.0,18,3185.622367
-50.0,39,3188.457599
-20.0,79,3194.620499
-50.0,19,3196.227489
-50.0,24,3198.041148
-50.0,5,3198.355863
-40.0,40,3201.492916
-40.0,72,3207.129714
-50.0,28,3209.416156
-50.0,27,3211.63161
-50.0,10,3212.284496
-40.0,35,3215.069352
-50.0,38,3218.168663
-50.0,22,3219.712397
-50.0,19,3221.308374
-40.0,30,3223.733107
-50.0,33,3226.742677
-20.0,57,3231.210797
-50.0,7,3231.775473
-50.0,22,3233.396004
-50.0,3,3233.696134
-50.0,30,3235.927792
-50.0,24,3237.784896
-40.0,24,3239.499192
-20.0,57,3244.154944
-20.0,82,3250.219557
-50.0,19,3251.73595
-50.0,30,3254.042963
-50.0,19,3255.540858
-50.0,14,3256.821302
-50.0,9,3257.420676
-50.0,5,3257.726203
-50.0,6,3258.326044
-50.0,13,3259.269678
-50.0,7,3259.828529
-40.0,48,3263.378602
-50.0,11,3263.985133
-50.0,45,3267.656737
-50.0,13,3268.524218
-50.0,34,3271.017514
-50.0,16,3272.213283
-50.0,7,3272.829671
-40.0,25,3274.783384
-50.0,29,3277.149209
-40.0,20,3278.725256
-50.0,9,3279.31301
-50.0,6,3279.627584
-50.0,9,3280.531748
-50.0,34,3282.951937
-40.0,43,3286.31589
-50.0,26,3288.175564
-50.0,72,3293.663468
-20.0,33,3296.505192
-50.0,12,3297.510057
-40.0,66,3302.273045
-20.0,74,3308.31703
-50.0,17,3309.482249
-50.0,43,3312.660586
-50.0,29,3314.812343
-50.0,16,3316.062897
-40.0,73,3321.79592
-50.0,27,3323.934415
-50.0,24,3325.756517
-40.0,78,3331.653927
-20.0,56,3336.029384
-50.0,7,3336.632731
-50.0,17,3337.860043
-50.0,56,3342.334277
-50.0,17,3343.898154
-50.0,18,3345.071964
-40.0,38,3348.179933
-50.0,26,3350.145028
120.0,115,3359.193304
-60.0,118,3368.197064
-40.0,29,3370.578536
-50.0,32,3373.060397
-50.0,24,3374.953763
-50.0,9,3375.599912
-50.0,7,3376.220954
-40.0,19,3377.625044
-50.0,3,3377.942366
-20.0,31,3380.396094
-50.0,12,3381.277057
-50.0,11,3382.278146
-50.0,15,3383.175456
-40.0,32,3385.815528
-40.0,44,3389.020783
-50.0,32,3391.522581
-50.0,20,3393.115307
-40.0,70,3398.569054
-20.0,25,3400.48489
-50.0,49,3404.074669
-50.0,5,3404.700618
-50.0,3,3404.712745
-40.0,77,3410.668317
-40.0,46,3414.139558
-40.0,29,3416.263618
-50.0,15,3417.528707
-50.0,16,3418.942364
-50.0,14,3420.17819
-50.0,33,3422.624593
-50.0,9,3423.223616
-40.0,57,3427.528956
-50.0,16,3428.765352
-50.0,46,3432.309581
-20.0,41,3435.283744
-40.0,23,3437.168949
-20.0,37,3440.074983
-20.0,117,3448.911802
-50.0,9,3449.839925
-40.0,10,3450.588494
-50.0,13,3451.508714
-50.0,21,3453.260565
-50.0,21,3454.778461
-50.0,11,3455.659366
-40.0,50,3459.42783
-40.0,14,3460.659571
-50.0,37,3463.527209
-40.0,36,3466.282119
-50.0,25,3468.154074
-50.0,7,3468.751679
-50.0,25,3470.577909
-50.0,46,3474.361121
-50.0,23,3475.921327
-50.0,24,3477.90878
-50.0,5,3478.48426
-50.0,38,3481.233046
-50.0,10,3482.125039
-50.0,19,3483.30708
-40.0,16,3484.5643
-50.0,16,3485.744774
-50.0,14,3486.996221
-40.0,51,3490.904128
-40.0,44,3494.390976
-40.0,39,3497.217874
-40.0,10,3498.171953
-40.0,67,3503.344236
-50.0,11,3503.983639
-50.0,3,3504.306294
-50.0,13,3505.270116
-40.0,23,3507.249605
-40.0,48,3511.137922
-50.0,10,3512.034148
-50.0,9,3512.636349
-50.0,7,3513.194238
-50.0,13,3514.199219
-50.0,3,3514.49772
-50.0,11,3515.214678
120.0,34,3517.760195
-40.0,37,3520.68199
-20.0,34,3523.5587
-50.0,20,3525.111029
-50.0,11,3525.715819
-50.0,3,3525.999981
-40.0,31,3528.57042
-40.0,56,3532.935152
-50.0,27,3535.09878
-40.0,56,3539.471959
-40.0,32,3541.984449
-40.0,42,3545.335261
-40.0,38,3548.569779
-50.0,27,3550.446677
-50.0,20,3551.954425
120.0,92,3559.007069
-60.0,48,3562.679301
-20.0,53,3567.223787
-50.0,13,3568.176472
-40.0,57,3572.551008
-40.0,37,3575.419864
-40.0,30,3577.818706
-20.0,90,3584.649252
-50.0,33,3587.562891
-40.0,28,3589.663368
-40.0,37,3592.508112
-50.0,24,3594.326856
-40.0,47,3598.178089
-50.0,30,3600.355503
-40.0,60,3605.06923
-50.0,12,3606.017338
-50.0,32,3608.501317
-50.0,38,3611.654961
-40.0,34,3614.193027
-40.0,24,3616.102651
-20.0,35,3618.938469
-50.0,15,3620.235242
-50.0,14,3621.13681
-50.0,23,3622.980423
-50.0,27,3625.121239
-50.0,15,3626.172479
-50.0,32,3628.542929
-40.0,33,3631.41402
-50.0,17,3632.669043
-50.0,36,3635.553573
-40.0,33,3638.024663
-40.0,85,3644.642823
-20.0,54,3649.097699
-50.0,43,3652.456033
-40.0,21,3654.102729
-40.0,28,3656.525867
-40.0,55,3660.918115
-50.0,17,3662.219201
-50.0,10,3662.781798
-40.0,49,3666.989513
-50.0,13,3667.945738
-50.0,6,3668.332014
-40.0,32,3670.97328
120.0,77,3677.433204
-60.0,88,3684.370358
-40.0,19,3685.778494
-50.0,5,3686.331979
-50.0,15,3687.277486
-50.0,50,3691.41285
-50.0,8,3692.095969
-50.0,11,3692.997589
-50.0,19,3694.372254
-50.0,18,3695.922669
-50.0,26,3697.743629
-50.0,31,3700.280668
-50.0,13,3701.163012
-40.0,26,3703.320068
-50.0,15,3704.489538
-40.0,24,3706.527626
-50.0,53,3710.556789
-40.0,38,3713.533582
-50.0,55,3717.804844
-50.0,7,3718.409551
-40.0,34,3721.092813
-50.0,19,3722.567612
-20.0,118,3731.805862
-50.0,10,3732.44483
-50.0,9,3733.09071
-50.0,5,3733.73555
-50.0,15,3734.682238
-20.0,39,3737.948095
-40.0,52,3742.088516
-50.0,18,3743.580726
-40.0,68,3749.024995
-40.0,17,3750.425427
120.0,86,3757.079695
-60.0,57,3761.739773
-40.0,41,3764.926494
-50.0,5,3765.281562
-50.0,19,3766.843718
-50.0,15,3768.100429
-50.0,11,3768.917589
-50.0,3,3769.191161
-50.0,8,3769.780813
-50.0,26,3771.950584
-50.0,21,3773.463441
-50.0,3,3773.755704
-50.0,5,3774.074255
120.0,71,3779.708039
-70.0,44,3783.076688
-50.0,28,3785.200998
-50.0,32,3787.786241
-50.0,5,3788.119515
-50.0,9,3788.761978
-50.0,21,3790.29481
-40.0,42,3793.623283
-40.0,26,3795.473201
-50.0,21,3797.206002
-40.0,44,3800.814492
-50.0,11,3801.608149
-50.0,14,3802.808692
-40.0,44,3806.134233
-40.0,48,3810.047482
-50.0,21,3811.590684
-50.0,9,3812.221139
-40.0,36,3815.193009
-50.0,32,3817.65165
-40.0,25,3819.84096
-40.0,96,3827.675825
-40.0,25,3829.569905
-20.0,51,3833.646312
-50.0,5,3834.069863
-50.0,5,3834.432137
-50.0,19,3836.050128
-50.0,9,3836.645041
-40.0,44,3840.288379
-50.0,25,3842.179326
-20.0,73,3847.957573
-50.0,11,3848.530706
-50.0,65,3853.613275
-40.0,32,3856.213649
-50.0,39,3859.016984
-50.0,15,3860.32238
-50.0,10,3861.23797
-50.0,21,3862.811593
-40.0,45,3866.27681
-50.0,13,3867.22164
-50.0,23,3869.174194
-40.0,58,3873.679353
-40.0,17,3875.057513
-50.0,27,3877.202781
-50.0,20,3878.84739
-40.0,38,3881.542064
-50.0,13,3882.509808
-40.0,104,3890.638818
-50.0,7,3891.315128
-50.0,17,3892.517406
-50.0,20,3894.038442
-50.0,6,3894.665745
-50.0,25,3896.519513
-40.0,44,3900.141161
-50.0,7,3900.765163
-50.0,18,3902.120095
-40.0,33,3905.002734
-50.0,11,3905.672683
-50.0,7,3906.259066
-40.0,73,3912.008466
-40.0,19,3913.525475
-50.0,27,3915.718746
-50.0,23,3917.605078
-50.0,28,3919.686917
-50.0,36,3922.544355
-50.0,5,3922.893035
-50.0,39,3925.922716
-40.0,38,3928.865881
-50.0,7,3929.487022
-20.0,42,3932.73269
-40.0,39,3935.755676
-40.0,35,3938.646967
-40.0,47,3942.474156
-50.0,13,3943.442555
-50.0,15,3944.716754
-40.0,48,3948.478458
-50.0,9,3949.100483
-20.0,40,3952.33113
-50.0,11,3953.298913
-50.0,37,3956.077025
-50.0,31,3958.433189
-50.0,23,3959.92651
-50.0,23,3961.78479
-50.0,41,3964.841067
-50.0,39,3967.962611
-40.0,17,3969.227008
-50.0,28,3971.502072
-50.0,47,3975.186903
-50.0,9,3975.775528
-50.0,29,3978.240792
-50.0,34,3980.673938
-50.0,11,3981.596378
-50.0,5,3981.930057
-40.0,28,3984.216019
-20.0,45,3987.643593
-50.0,19,3989.181447
-50.0,23,3991.040681
-50.0,13,3991.966307
-50.0,62,3997.103256
-50.0,9,3997.697336
-50.0,11,3998.650294
-50.0,48,4002.360376
-40.0,22,4004.085042
-40.0,22,4005.951535
-50.0,7,4006.308856
-40.0,27,4008.540143
-50.0,7,4009.242248
-50.0,49,4012.896955
-50.0,7,4013.541947
-50.0,15,4014.641609
-20.0,36,4017.359925
-50.0,18,4018.696148
-40.0,17,4020.001939
-50.0,22,4021.93386
-50.0,67,4027.125685
-50.0,21,4028.691373
-50.0,7,4029.289767
-50.0,11,4029.942974
-50.0,19,4031.549535
-50.0,19,4032.9996
-40.0,39,4036.143392
-50.0,19,4037.469283
-50.0,21,4039.184372
-40.0,45,4042.612554
-50.0,49,4046.321282
-40.0,49,4050.040832
-50.0,38,4053.0899
-50.0,7,4053.731936
-50.0,38,4056.679058
-50.0,14,4057.905041
-50.0,37,4060.887643
-50.0,10,4061.5597
-40.0,23,4063.526507
-50.0,31,4065.970661
-50.0,5,4066.26155
-50.0,9,4066.994312
-50.0,14,4068.187188
-50.0,11,4069.145264
-50.0,11,4069.891168
-50.0,14,4071.035505
-50.0,14,4072.162448
-50.0,5,4072.734765
-20.0,61,4077.548012
-50.0,13,4078.532843
-50.0,11,4079.427211
-50.0,52,4083.472019
-40.0,32,4085.942386
-50.0,12,4086.852598
-50.0,46,4090.232159
-50.0,22,4092.022734
-50.0,32,4094.643358
-50.0,36,4097.464161
-50.0,5,4097.82346
-40.0,20,4099.313222
-50.0,40,4102.397333
-50.0,5,4102.709601
-50.0,5,4103.318951
-50.0,20,4105.041881
-50.0,38,4107.848601
-50.0,33,4110.462292
-50.0,3,4110.760999
-50.0,44,4114.172599
-50.0,7,4114.779754
-50.0,5,4115.056681
-50.0,15,4116.342301
-50.0,8,4117.050615
-50.0,18,4118.274248
-40.0,62,4123.22887
-50.0,11,4124.086163
-50.0,5,4124.438187
-20.0,90,4131.225495
-40.0,89,4138.505287
-40.0,16,4139.874215
-50.0,34,4142.358271
-50.0,48,4146.10522
-20.0,71,4151.562859
-50.0,49,4155.413416
-50.0,16,4156.604195
-50.0,36,4159.440355
-50.0,49,4163.124462
-50.0,14,4164.306127
-50.0,9,4164.906294
-50.0,38,4168.26008
-40.0,29,4170.453938
-50.0,26,4172.393278
-50.0,12,4173.297758
-50.0,7,4173.916418
-50.0,14,4175.222647
-50.0,59,4179.708302
-40.0,51,4184.002472
-50.0,32,4186.534386
-40.0,46,4190.405543
-40.0,22,4191.967851
-40.0,41,4195.097583
-50.0,3,4195.412964
-40.0,26,4197.564106
-20.0,46,4200.846579
-50.0,20,4202.304988
-50.0,3,4202.610282
-40.0,30,4204.791445
-50.0,23,4206.715244
-50.0,14,4207.84109
-50.0,9,4208.451554
-50.0,3,4208.713799
-50.0,7,4209.098951
-40.0,18,4210.700533
-50.0,18,4211.913629
-40.0,52,4215.986041
-50.0,41,4219.262869
-50.0,9,4219.925841
-50.0,7,4220.543713
-50.0,6,4220.886038
-50.0,12,4221.790399
-50.0,19,4223.346998
-40.0,28,4225.675707
-50.0,20,4227.287438
-50.0,47,4231.068537
-50.0,31,4233.315619
-40.0,53,4237.494757
-50.0,20,4238.983341
-40.0,41,4242.133922
-50.0,22,4243.666826
-50.0,13,4244.882812
